name,icon,cover,restype,tags,devices,path,paid_type
"Degrees of Lewdity","https://raw.githubusercontent.com/Searchstars/Hyperbilibili_AstroBox_Release/refs/heads/main/icon.png","https://raw.githubusercontent.com/Searchstars/Hyperbilibili_AstroBox_Release/refs/heads/main/preview.png",quickapp,"客户端;实用工具;视频;社区;互动;在线;哔哩哔哩;B站;b站","n62;o62;o65m;n67",searchstars/hyperbili.json,
